
 ---------------------------------- 
< Line , obs , pre1 , pre2 >
< 783    , pos , neutre  , pos  >
< 784    , pos , neutre  , pos  >
< 785    , pos , neutre  , neg  >
< 786    , pos , neutre  , pos  >
< 787    , pos , neutre  , pos  >
< 788    , pos , pos  , pos  >
< 789    , pos , pos  , pos  >
< 790    , pos , neutre  , pos  >
< 791    , pos , pos  , pos  >
< 792    , pos , neutre  , neg  >
< 793    , pos , neutre  , pos  >
< 794    , pos , pos  , pos  >
< 795    , pos , neutre  , pos  >
< 796    , pos , neutre  , pos  >
< 797    , pos , neutre  , pos  >
< 798    , pos , neutre  , pos  >
< 799    , pos , neutre  , pos  >
< 800    , pos , pos  , pos  >
< 801    , pos , pos  , pos  >
< 802    , pos , pos  , pos  >
< 803    , neutre , neutre  , pos  >
< 804    , pos , neutre  , pos  >
< 805    , pos , neutre  , pos  >
< 806    , pos , pos  , pos  >
< 807    , neutre , neutre  , pos  >
< 808    , pos , neutre  , pos  >
< 809    , pos , neutre  , pos  >
< 810    , neutre , neutre  , pos  >
< 811    , pos , pos  , pos  >
< 812    , pos , pos  , pos  >
< 813    , neutre , pos  , pos  >
< 814    , pos , pos  , pos  >
< 815    , pos , neg  , pos  >
< 816    , pos , pos  , pos  >
< 817    , pos , neutre  , pos  >
< 818    , neg , neg  , pos  >
< 819    , neg , neg  , pos  >
< 820    , pos , neutre  , pos  >
< 821    , pos , neutre  , pos  >
< 822    , neg , neutre  , pos  >
< 823    , pos , pos  , pos  >
< 824    , neutre , neutre  , pos  >
< 825    , neutre , neutre  , pos  >
< 826    , neutre , neutre  , pos  >
< 827    , neg , pos  , pos  >
< 828    , neg , neutre  , pos  >
< 829    , neutre , neg  , pos  >
< 830    , pos , pos  , pos  >
< 831    , pos , pos  , pos  >
< 832    , pos , neutre  , pos  >
< 833    , pos , neutre  , pos  >
< 834    , neutre , neg  , pos  >
< 835    , pos , neg  , pos  >
< 836    , pos , neutre  , pos  >
< 837    , pos , neutre  , pos  >
< 838    , neg , pos  , pos  >
< 839    , pos , neutre  , pos  >
< 840    , neg , neutre  , pos  >
< 841    , neg , neutre  , pos  >
< 842    , pos , neutre  , pos  >
< 843    , pos , neutre  , pos  >
< 844    , pos , pos  , pos  >
< 845    , neg , neg  , pos  >
< 846    , pos , pos  , pos  >
< 847    , pos , pos  , pos  >
< 848    , pos , neg  , pos  >
< 849    , neg , neg  , pos  >
< 850    , pos , pos  , pos  >
< 851    , pos , neutre  , pos  >
< 852    , neutre , neg  , pos  >
< 853    , neg , neg  , pos  >
< 854    , pos , neg  , pos  >
< 855    , pos , pos  , pos  >
< 856    , pos , pos  , pos  >
< 857    , neg , neutre  , pos  >
< 858    , pos , neutre  , pos  >
< 859    , pos , neutre  , pos  >
< 860    , pos , pos  , neg  >
< 861    , pos , pos  , pos  >
< 862    , pos , pos  , pos  >
< 863    , pos , neutre  , pos  >
< 864    , neg , pos  , pos  >
< 865    , pos , pos  , pos  >
< 866    , pos , neutre  , pos  >
< 867    , pos , neutre  , pos  >
< 868    , pos , pos  , pos  >
< 869    , neutre , neg  , pos  >
< 870    , pos , pos  , pos  >
< 871    , neutre , neg  , pos  >
< 872    , pos , pos  , pos  >
< 873    , pos , pos  , pos  >
< 874    , neg , neutre  , pos  >
< 875    , pos , neutre  , pos  >
< 876    , pos , pos  , pos  >
< 877    , pos , neutre  , pos  >
< 878    , pos , pos  , pos  >
< 879    , neutre , pos  , pos  >
< 880    , neg , neutre  , pos  >
< 881    , neutre , neutre  , pos  >
< 882    , pos , neg  , pos  >
< 883    , neutre , pos  , pos  >
< 884    , neg , neutre  , pos  >
< 885    , neg , neg  , pos  >
< 886    , neutre , neutre  , pos  >
< 887    , neg , neutre  , pos  >
< 888    , neutre , neutre  , pos  >
< 889    , pos , neutre  , pos  >
< 890    , pos , neutre  , pos  >
< 891    , pos , pos  , pos  >
< 892    , pos , pos  , pos  >
< 893    , pos , pos  , pos  >
< 894    , pos , neutre  , pos  >
< 895    , pos , pos  , pos  >
< 896    , pos , pos  , pos  >
< 897    , pos , neutre  , pos  >
< 898    , pos , pos  , pos  >
< 899    , pos , pos  , pos  >
< 900    , pos , neutre  , pos  >
< 901    , neutre , neutre  , pos  >
< 902    , pos , neutre  , pos  >
< 903    , pos , neutre  , pos  >
< 904    , neg , neutre  , pos  >
< 905    , pos , pos  , pos  >
< 906    , neg , neutre  , pos  >
< 907    , neg , neutre  , pos  >
< 908    , neg , neutre  , pos  >
< 909    , neg , neg  , pos  >
< 910    , neutre , neutre  , pos  >
< 911    , pos , pos  , pos  >
< 912    , pos , neg  , pos  >
< 913    , pos , neutre  , pos  >
< 914    , pos , neutre  , pos  >
< 915    , neutre , neutre  , pos  >
< 916    , pos , pos  , pos  >
< 917    , pos , neutre  , pos  >
< 918    , pos , pos  , pos  >
< 919    , pos , pos  , pos  >
< 920    , pos , pos  , pos  >
< 921    , pos , pos  , pos  >
< 922    , pos , pos  , pos  >
< 923    , pos , neutre  , pos  >
< 924    , neutre , neg  , pos  >
< 925    , pos , neutre  , pos  >
< 926    , pos , neutre  , pos  >
< 927    , pos , neutre  , pos  >
< 928    , pos , neg  , pos  >
< 929    , neutre , neutre  , pos  >
< 930    , pos , neutre  , neg  >
< 931    , pos , neutre  , pos  >
< 932    , pos , pos  , pos  >
< 933    , neg , neutre  , pos  >
< 934    , pos , neutre  , pos  >
< 935    , pos , neg  , pos  >
< 936    , pos , neutre  , pos  >
< 937    , pos , neutre  , pos  >
< 938    , pos , pos  , pos  >
< 939    , pos , neutre  , pos  >
< 940    , pos , pos  , pos  >
< 941    , pos , neutre  , pos  >
< 942    , pos , pos  , pos  >
< 943    , neutre , pos  , pos  >
< 944    , pos , neutre  , pos  >
< 945    , pos , pos  , neg  >
< 946    , pos , pos  , pos  >
< 947    , pos , neg  , pos  >
< 948    , pos , pos  , pos  >
< 949    , pos , pos  , pos  >
< 950    , pos , pos  , pos  >
< 951    , pos , pos  , pos  >
< 952    , neutre , neg  , pos  >
< 953    , pos , neutre  , pos  >
< 954    , pos , neutre  , pos  >
< 955    , neutre , neutre  , pos  >
< 956    , pos , neutre  , pos  >
< 957    , pos , pos  , pos  >
< 958    , pos , pos  , pos  >
< 959    , pos , neutre  , pos  >
< 960    , pos , pos  , pos  >
< 961    , pos , pos  , pos  >
< 962    , pos , neutre  , pos  >
< 963    , pos , neutre  , pos  >
< 964    , neg , neutre  , pos  >
< 965    , pos , pos  , pos  >
< 966    , pos , neutre  , pos  >
< 967    , neg , neutre  , neg  >
< 968    , neutre , neutre  , pos  >
< 969    , neg , neutre  , pos  >
< 970    , pos , pos  , pos  >
< 971    , neutre , neutre  , pos  >
< 972    , pos , pos  , pos  >
< 973    , neutre , neg  , pos  >
< 974    , neutre , pos  , pos  >
< 975    , neutre , neutre  , pos  >
< 976    , pos , neutre  , pos  >
< 977    , pos , neutre  , pos  >
< 978    , neg , neutre  , pos  >
< 979    , pos , neutre  , pos  >
< 980    , pos , neutre  , pos  >
< 981    , pos , neutre  , pos  >
< 982    , neutre , neutre  , pos  >
< 983    , neutre , neg  , pos  >
< 984    , pos , pos  , pos  >
< 985    , pos , neutre  , pos  >
< 986    , pos , neutre  , pos  >
< 987    , pos , neutre  , pos  >
< 988    , pos , neutre  , pos  >
< 989    , pos , neg  , pos  >
< 990    , neutre , neg  , pos  >
< 991    , pos , neutre  , pos  >
< 992    , pos , pos  , pos  >
< 993    , neutre , neutre  , pos  >
< 994    , pos , neutre  , pos  >
< 995    , pos , neutre  , pos  >
< 996    , pos , pos  , pos  >
< 997    , neg , neutre  , pos  >
< 998    , pos , neutre  , pos  >
< 999    , pos , neutre  , pos  >
< 1000    , pos , neutre  , pos  >
< 1001    , pos , neutre  , pos  >
< 1002    , pos , pos  , pos  >
< 1003    , pos , neg  , pos  >
< 1004    , pos , pos  , pos  >
< 1005    , neg , neutre  , pos  >
< 1006    , pos , pos  , pos  >
< 1007    , neg , neutre  , pos  >
< 1008    , neutre , neutre  , neg  >
< 1009    , neutre , neutre  , pos  >
< 1010    , neg , neutre  , pos  >
< 1011    , pos , neutre  , pos  >
< 1012    , neg , neg  , pos  >
< 1013    , neg , neg  , pos  >
< 1014    , pos , neutre  , pos  >
< 1015    , neg , neutre  , neg  >
< 1016    , neg , neg  , pos  >
< 1017    , pos , neutre  , pos  >
< 1018    , pos , neutre  , pos  >
< 1019    , pos , neutre  , pos  >
< 1020    , neg , neutre  , pos  >
< 1021    , pos , neutre  , neg  >
< 1022    , pos , neutre  , pos  >
< 1023    , neg , neutre  , pos  >
< 1024    , pos , neutre  , neg  >
< 1025    , pos , neutre  , pos  >
< 1026    , pos , neutre  , pos  >
< 1027    , pos , pos  , pos  >
< 1028    , pos , pos  , pos  >
< 1029    , neutre , neutre  , pos  >
< 1030    , neg , neutre  , neg  >
< 1031    , pos , pos  , pos  >
< 1032    , pos , neutre  , pos  >
< 1033    , neutre , neutre  , neutre  >
< 1034    , neg , neutre  , pos  >
< 1035    , pos , pos  , pos  >
< 1036    , pos , neutre  , neg  >
< 1037    , pos , pos  , pos  >
< 1038    , pos , neutre  , pos  >
< 1039    , neg , neg  , neg  >
< 1040    , neutre , neutre  , pos  >
< 1041    , pos , pos  , pos  >
< 1042    , pos , neutre  , neg  >
< 1043    , pos , pos  , pos  >
< 1044    , pos , pos  , pos  >
< 1045    , neg , neg  , pos  >
< 1046    , neg , neutre  , pos  >
< 1047    , pos , neutre  , pos  >
< 1048    , neg , neg  , pos  >
< 1049    , neutre , neutre  , pos  >
< 1050    , neg , neg  , pos  >
< 1051    , pos , neutre  , pos  >
< 1052    , neutre , neutre  , neg  >
< 1053    , neutre , neutre  , pos  >
< 1054    , pos , pos  , pos  >
< 1055    , pos , pos  , pos  >
< 1056    , pos , pos  , pos  >
< 1057    , pos , pos  , pos  >
< 1058    , pos , neutre  , pos  >
< 1059    , neutre , neutre  , pos  >
< 1060    , pos , neutre  , pos  >
< 1061    , pos , pos  , pos  >
< 1062    , pos , neutre  , neg  >
< 1063    , pos , pos  , pos  >
< 1064    , neg , neutre  , pos  >
< 1065    , pos , pos  , pos  >
< 1066    , neutre , neutre  , pos  >
< 1067    , pos , pos  , pos  >
< 1068    , pos , pos  , pos  >
< 1069    , pos , neutre  , pos  >
< 1070    , pos , pos  , pos  >
< 1071    , pos , neutre  , pos  >
< 1072    , pos , pos  , pos  >
< 1073    , pos , neutre  , pos  >
< 1074    , pos , neutre  , pos  >
< 1075    , pos , neutre  , neg  >
< 1076    , pos , neg  , pos  >
< 1077    , pos , neutre  , pos  >
< 1078    , neg , neg  , neg  >
< 1079    , neutre , neutre  , pos  >
< 1080    , pos , neutre  , pos  >
< 1081    , pos , pos  , pos  >
< 1082    , neg , neg  , pos  >
< 1083    , neg , neg  , pos  >
< 1084    , neg , neutre  , pos  >
< 1085    , neg , neutre  , pos  >
< 1086    , pos , neutre  , pos  >
< 1087    , neutre , neutre  , pos  >
< 1088    , neutre , neg  , pos  >
< 1089    , pos , pos  , pos  >
< 1090    , neutre , neg  , pos  >
< 1091    , neg , neutre  , pos  >
< 1092    , pos , neutre  , pos  >
< 1093    , neutre , neutre  , pos  >
< 1094    , neutre , neutre  , pos  >
< 1095    , neg , neutre  , pos  >
< 1096    , pos , neutre  , pos  >
< 1097    , pos , neutre  , pos  >
< 1098    , neutre , neutre  , pos  >
< 1099    , neutre , neutre  , pos  >
< 1100    , pos , neutre  , pos  >
< 1101    , pos , neg  , pos  >
< 1102    , neutre , neutre  , pos  >
< 1103    , pos , neutre  , pos  >
< 1104    , neg , neutre  , pos  >
< 1105    , pos , neg  , pos  >
< 1106    , neg , neutre  , pos  >
< 1107    , pos , neutre  , pos  >
< 1108    , neg , neutre  , pos  >
< 1109    , neg , neutre  , pos  >
< 1110    , pos , pos  , pos  >
< 1111    , pos , neutre  , pos  >
< 1112    , neutre , neutre  , pos  >
< 1113    , pos , pos  , pos  >
< 1114    , neutre , neutre  , pos  >
< 1115    , pos , pos  , pos  >
< 1116    , neg , neg  , pos  >
< 1117    , pos , pos  , pos  >
< 1118    , pos , pos  , pos  >
< 1119    , neg , neutre  , pos  >
< 1120    , neg , neutre  , pos  >
< 1121    , neg , neutre  , pos  >
< 1122    , neutre , neutre  , pos  >
< 1123    , pos , neg  , pos  >
< 1124    , neutre , neutre  , pos  >
< 1125    , neg , neg  , pos  >
< 1126    , neg , neg  , neg  >
< 1127    , neg , neg  , pos  >
< 1128    , pos , pos  , pos  >
< 1129    , pos , neg  , pos  >
< 1130    , neutre , pos  , pos  >
< 1131    , pos , neutre  , pos  >
< 1132    , pos , neutre  , pos  >
< 1133    , neg , neg  , pos  >
< 1134    , pos , neutre  , pos  >
< 1135    , neutre , neutre  , pos  >
< 1136    , neutre , neutre  , pos  >
< 1137    , neg , neutre  , pos  >
< 1138    , pos , neutre  , pos  >
< 1139    , pos , neg  , pos  >
< 1140    , neutre , neutre  , pos  >
< 1141    , neutre , neg  , pos  >
< 1142    , pos , neutre  , pos  >
< 1143    , pos , neutre  , pos  >
< 1144    , neutre , pos  , pos  >
< 1145    , neutre , neutre  , pos  >
< 1146    , neg , neg  , pos  >
< 1147    , neg , neutre  , neg  >
< 1148    , pos , pos  , pos  >
< 1149    , pos , neutre  , neg  >
< 1150    , neutre , neutre  , pos  >
< 1151    , pos , neutre  , pos  >
< 1152    , pos , neutre  , pos  >
< 1153    , pos , pos  , pos  >
< 1154    , pos , neutre  , pos  >
< 1155    , pos , pos  , pos  >
< 1156    , neg , neutre  , pos  >
< 1157    , pos , neutre  , pos  >
< 1158    , pos , neutre  , pos  >
< 1159    , neutre , neutre  , pos  >
< 1160    , pos , neg  , pos  >
< 1161    , neg , neutre  , pos  >
< 1162    , pos , neutre  , pos  >
< 1163    , pos , neutre  , pos  >
< 1164    , neutre , neutre  , pos  >
< 1165    , pos , pos  , pos  >
< 1166    , neutre , neutre  , pos  >
< 1167    , pos , neutre  , pos  >
< 1168    , pos , pos  , pos  >
< 1169    , pos , neutre  , pos  >
< 1170    , pos , neutre  , pos  >
< 1171    , neutre , neutre  , neg  >
< 1172    , pos , neutre  , pos  >
< 1173    , neutre , neutre  , pos  >
< 1174    , neutre , neutre  , neg  >
< 1175    , neg , neutre  , pos  >
< 1176    , pos , neutre  , pos  >
< 1177    , pos , pos  , pos  >
< 1178    , pos , neutre  , pos  >
< 1179    , pos , neutre  , pos  >
< 1180    , pos , pos  , pos  >
< 1181    , neg , neutre  , pos  >
< 1182    , neg , neg  , pos  >
< 1183    , neutre , neutre  , pos  >
< 1184    , neutre , neutre  , pos  >
< 1185    , neutre , neg  , pos  >
< 1186    , pos , pos  , pos  >
< 1187    , pos , neutre  , pos  >
< 1188    , pos , neutre  , pos  >
< 1189    , pos , neutre  , pos  >
< 1190    , pos , neutre  , pos  >
< 1191    , pos , neutre  , pos  >
< 1192    , neutre , neutre  , pos  >
< 1193    , neutre , neutre  , neg  >
< 1194    , neg , neutre  , pos  >
< 1195    , pos , neutre  , pos  >
< 1196    , pos , neutre  , pos  >
< 1197    , pos , neg  , pos  >
< 1198    , pos , neutre  , neg  >
< 1199    , pos , neutre  , pos  >
< 1200    , neg , neutre  , neg  >
< 1201    , neutre , pos  , pos  >
< 1202    , pos , pos  , pos  >
< 1203    , pos , neutre  , pos  >
< 1204    , pos , pos  , pos  >
< 1205    , neutre , neutre  , pos  >
< 1206    , pos , pos  , pos  >
< 1207    , neutre , neutre  , pos  >
< 1208    , neg , neutre  , neg  >
< 1209    , neutre , neutre  , pos  >
< 1210    , neutre , neutre  , pos  >
< 1211    , pos , pos  , pos  >
< 1212    , pos , neutre  , pos  >
< 1213    , neg , neg  , neg  >
< 1214    , neg , neutre  , pos  >
< 1215    , neg , neg  , pos  >
< 1216    , pos , neg  , pos  >
< 1217    , pos , neutre  , pos  >
< 1218    , neutre , neutre  , pos  >
< 1219    , pos , pos  , pos  >
< 1220    , neg , neg  , pos  >
< 1221    , pos , neutre  , pos  >
< 1222    , neg , neutre  , pos  >
< 1223    , neg , neg  , pos  >
< 1224    , neg , neutre  , pos  >
< 1225    , pos , neutre  , pos  >
< 1226    , neg , neg  , pos  >
< 1227    , pos , neutre  , pos  >
< 1228    , neutre , neutre  , pos  >
< 1229    , pos , neutre  , pos  >
< 1230    , pos , pos  , pos  >
< 1231    , pos , neutre  , pos  >
< 1232    , neg , neutre  , pos  >
< 1233    , pos , pos  , pos  >
< 1234    , pos , neg  , pos  >
< 1235    , neg , neg  , pos  >
< 1236    , pos , neutre  , pos  >
< 1237    , pos , neutre  , pos  >
< 1238    , neg , neutre  , pos  >
< 1239    , neutre , neg  , pos  >
< 1240    , neg , neutre  , pos  >
< 1241    , pos , pos  , pos  >
< 1242    , pos , neutre  , neg  >
< 1243    , neg , neg  , pos  >
< 1244    , pos , pos  , pos  >
< 1245    , pos , neg  , pos  >
< 1246    , pos , neutre  , pos  >
< 1247    , neg , neg  , pos  >
< 1248    , neg , neg  , pos  >
< 1249    , neutre , neutre  , pos  >
< 1250    , neg , neutre  , pos  >
< 1251    , pos , neutre  , pos  >
< 1252    , neutre , pos  , pos  >
< 1253    , pos , neutre  , pos  >
< 1254    , pos , neg  , pos  >
< 1255    , neutre , neutre  , pos  >
< 1256    , pos , pos  , pos  >
< 1257    , pos , pos  , pos  >
< 1258    , pos , pos  , pos  >
< 1259    , pos , pos  , pos  >
< 1260    , pos , pos  , pos  >
< 1261    , pos , neg  , pos  >
< 1262    , pos , neutre  , pos  >
< 1263    , pos , neutre  , pos  >
< 1264    , pos , neutre  , pos  >
< 1265    , pos , neutre  , pos  >
< 1266    , neutre , neutre  , pos  >
< 1267    , neutre , neutre  , pos  >
< 1268    , neg , neutre  , pos  >
< 1269    , pos , neutre  , pos  >
< 1270    , neg , neg  , pos  >
< 1271    , neg , neg  , pos  >
< 1272    , neutre , neutre  , pos  >
< 1273    , pos , pos  , pos  >
< 1274    , neg , neg  , pos  >
< 1275    , pos , pos  , pos  >
< 1276    , pos , neutre  , pos  >
< 1277    , pos , neg  , pos  >
< 1278    , neg , neutre  , pos  >
< 1279    , neg , pos  , pos  >
< 1280    , neutre , neg  , pos  >
< 1281    , neg , neg  , pos  >
< 1282    , neg , neg  , pos  >
< 1283    , neg , neg  , pos  >
< 1284    , pos , neutre  , pos  >
< 1285    , neutre , neutre  , pos  >
< 1286    , neg , neutre  , pos  >
< 1287    , neg , neg  , pos  >
< 1288    , pos , neutre  , pos  >
< 1289    , neg , neg  , pos  >
< 1290    , pos , neutre  , pos  >
< 1291    , pos , neutre  , pos  >
< 1292    , neg , neutre  , pos  >
< 1293    , neg , neg  , pos  >
< 1294    , neg , neutre  , pos  >
< 1295    , neutre , neutre  , pos  >
< 1296    , pos , pos  , pos  >
< 1297    , pos , pos  , pos  >
< 1298    , pos , neg  , pos  >
< 1299    , neutre , neutre  , pos  >
< 1300    , pos , neutre  , pos  >
< 1301    , neg , neg  , neg  >
< 1302    , pos , neutre  , pos  >
< 1303    , neg , neutre  , pos  >
< 1304    , pos , neutre  , pos  >
< 1305    , pos , neutre  , pos  >
< 1306    , neutre , pos  , pos  >
< 1307    , pos , neutre  , pos  >
< 1308    , pos , neutre  , neg  >
< 1309    , pos , neutre  , neg  >
< 1310    , pos , neg  , pos  >
< 1311    , neg , neutre  , pos  >
< 1312    , neutre , neutre  , pos  >
< 1313    , pos , pos  , pos  >
< 1314    , pos , neutre  , pos  >
< 1315    , pos , neutre  , pos  >
< 1316    , pos , neutre  , pos  >
< 1317    , neutre , pos  , pos  >
< 1318    , pos , neutre  , pos  >
< 1319    , neg , pos  , pos  >
< 1320    , neutre , neutre  , pos  >
< 1321    , neg , neutre  , pos  >
< 1322    , pos , neutre  , pos  >
< 1323    , pos , neg  , pos  >
< 1324    , pos , neutre  , pos  >
< 1325    , pos , neutre  , pos  >
< 1326    , neg , neg  , pos  >
< 1327    , pos , neutre  , pos  >
< 1328    , neutre , neutre  , pos  >
< 1329    , neutre , neutre  , pos  >
< 1330    , pos , pos  , pos  >
< 1331    , neg , neutre  , neg  >
< 1332    , pos , neutre  , pos  >
< 1333    , pos , neutre  , pos  >
< 1334    , neg , neg  , pos  >
< 1335    , neg , neg  , pos  >
< 1336    , pos , neutre  , pos  >
< 1337    , neutre , neutre  , pos  >
< 1338    , pos , pos  , pos  >
< 1339    , pos , neutre  , pos  >
< 1340    , pos , pos  , pos  >
< 1341    , pos , neutre  , pos  >
< 1342    , neutre , neutre  , pos  >
< 1343    , pos , neutre  , pos  >
< 1344    , pos , pos  , pos  >
< 1345    , neg , neutre  , pos  >
< 1346    , neutre , neg  , pos  >
< 1347    , pos , neutre  , pos  >
< 1348    , pos , neg  , pos  >
< 1349    , pos , neutre  , pos  >
< 1350    , pos , neutre  , pos  >
< 1351    , pos , pos  , pos  >
< 1352    , neg , pos  , pos  >
< 1353    , pos , pos  , pos  >
< 1354    , pos , pos  , pos  >
< 1355    , pos , neutre  , pos  >
< 1356    , neutre , neutre  , pos  >
< 1357    , neutre , neg  , pos  >
< 1358    , pos , pos  , pos  >
< 1359    , pos , neutre  , pos  >
< 1360    , neutre , neutre  , pos  >
< 1361    , pos , neutre  , pos  >
< 1362    , neutre , neutre  , pos  >
< 1363    , pos , neutre  , pos  >
< 1364    , pos , neutre  , pos  >
< 1365    , pos , pos  , pos  >
< 1366    , neg , neutre  , pos  >
< 1367    , neg , neutre  , pos  >
< 1368    , pos , neutre  , pos  >
< 1369    , neutre , neutre  , pos  >
< 1370    , pos , pos  , pos  >
< 1371    , pos , neutre  , pos  >
< 1372    , pos , neutre  , pos  >
< 1373    , pos , pos  , pos  >
< 1374    , neutre , neutre  , pos  >
< 1375    , neutre , pos  , pos  >
< 1376    , neutre , neutre  , pos  >
< 1377    , neutre , neutre  , pos  >
< 1378    , pos , neutre  , pos  >
< 1379    , neg , neutre  , neg  >
< 1380    , pos , pos  , pos  >
< 1381    , pos , neg  , pos  >
< 1382    , pos , neutre  , neg  >
< 1383    , neutre , neutre  , pos  >
< 1384    , pos , neutre  , pos  >
< 1385    , pos , pos  , pos  >
< 1386    , pos , pos  , pos  >
< 1387    , pos , pos  , pos  >
< 1388    , pos , neutre  , pos  >
< 1389    , pos , pos  , pos  >
< 1390    , neutre , neutre  , pos  >
< 1391    , pos , neutre  , pos  >
< 1392    , pos , neutre  , pos  >
< 1393    , pos , neutre  , pos  >
< 1394    , neutre , neutre  , pos  >
< 1395    , pos , neutre  , pos  >
< 1396    , pos , neutre  , pos  >
< 1397    , pos , neutre  , pos  >
< 1398    , neg , neutre  , pos  >
< 1399    , pos , neutre  , pos  >
< 1400    , neutre , neutre  , pos  >
< 1401    , pos , neg  , pos  >
< 1402    , neutre , neutre  , pos  >
< 1403    , pos , pos  , pos  >
< 1404    , pos , neutre  , neg  >
< 1405    , pos , neutre  , neg  >
< 1406    , neutre , neutre  , pos  >
< 1407    , neg , neutre  , neg  >
< 1408    , pos , neutre  , pos  >
< 1409    , pos , neutre  , pos  >
< 1410    , neg , neutre  , pos  >
< 1411    , pos , neutre  , pos  >
< 1412    , neutre , neutre  , pos  >
< 1413    , pos , neutre  , pos  >
< 1414    , neg , pos  , pos  >
< 1415    , neg , neutre  , pos  >
< 1416    , neg , neutre  , pos  >
< 1417    , pos , neutre  , neg  >
< 1418    , neg , neg  , pos  >
< 1419    , pos , neutre  , pos  >
< 1420    , pos , neg  , pos  >
< 1421    , neutre , neutre  , pos  >
< 1422    , pos , neutre  , pos  >
< 1423    , pos , neutre  , pos  >
< 1424    , pos , neutre  , pos  >
< 1425    , pos , neutre  , neg  >
< 1426    , neg , neutre  , pos  >
< 1427    , neutre , pos  , pos  >
< 1428    , neg , neutre  , pos  >
< 1429    , pos , pos  , pos  >
< 1430    , pos , neutre  , pos  >
< 1431    , pos , neutre  , pos  >
< 1432    , pos , pos  , pos  >
< 1433    , pos , pos  , pos  >
< 1434    , neg , neutre  , pos  >
< 1435    , pos , neutre  , pos  >
< 1436    , neutre , neutre  , pos  >
< 1437    , pos , neutre  , neutre  >
< 1438    , pos , neutre  , pos  >
< 1439    , pos , neutre  , pos  >
< 1440    , neutre , neutre  , pos  >
< 1441    , neg , neutre  , pos  >
< 1442    , neg , neutre  , pos  >
< 1443    , neg , neutre  , pos  >
< 1444    , neutre , neutre  , pos  >
< 1445    , pos , pos  , pos  >
< 1446    , pos , pos  , pos  >
< 1447    , pos , neutre  , pos  >
< 1448    , neutre , neutre  , pos  >
< 1449    , neg , neutre  , pos  >
< 1450    , pos , neutre  , pos  >
< 1451    , pos , neutre  , pos  >
< 1452    , pos , neutre  , neg  >
< 1453    , neg , neutre  , pos  >
< 1454    , neg , neutre  , pos  >
< 1455    , neutre , neutre  , pos  >
< 1456    , neutre , neutre  , pos  >
< 1457    , pos , neutre  , pos  >
< 1458    , pos , neutre  , pos  >
< 1459    , pos , pos  , pos  >
< 1460    , pos , pos  , pos  >
< 1461    , neutre , neutre  , pos  >
< 1462    , pos , pos  , pos  >
< 1463    , pos , neg  , pos  >
< 1464    , pos , neg  , pos  >
< 1465    , neg , pos  , pos  >
< 1466    , pos , neutre  , neg  >
< 1467    , pos , neutre  , pos  >
< 1468    , neg , neutre  , pos  >
< 1469    , pos , pos  , pos  >
< 1470    , pos , neutre  , pos  >
< 1471    , pos , pos  , pos  >
< 1472    , pos , pos  , pos  >
< 1473    , pos , pos  , pos  >
< 1474    , neutre , neutre  , pos  >
< 1475    , neutre , neutre  , pos  >
< 1476    , neutre , neutre  , pos  >
< 1477    , neg , neutre  , pos  >
< 1478    , pos , pos  , pos  >
< 1479    , neg , neutre  , pos  >
< 1480    , pos , pos  , pos  >
< 1481    , pos , neutre  , pos  >
< 1482    , pos , neutre  , pos  >
< 1483    , pos , neutre  , pos  >
< 1484    , pos , neutre  , pos  >
< 1485    , pos , neutre  , pos  >
< 1486    , pos , neutre  , pos  >
< 1487    , pos , neutre  , pos  >
< 1488    , pos , neutre  , pos  >
< 1489    , neg , neutre  , pos  >
< 1490    , pos , neutre  , pos  >
< 1491    , pos , neutre  , pos  >
< 1492    , neutre , neutre  , pos  >
< 1493    , pos , neutre  , pos  >
< 1494    , pos , neg  , pos  >
< 1495    , pos , pos  , pos  >
< 1496    , neg , neutre  , pos  >
< 1497    , neg , neutre  , pos  >
< 1498    , pos , neutre  , pos  >
< 1499    , neutre , neutre  , pos  >
< 1500    , pos , neutre  , pos  >
< 1501    , pos , neutre  , pos  >
< 1502    , neg , neutre  , pos  >
< 1503    , neg , neutre  , neg  >
< 1504    , pos , neutre  , pos  >
< 1505    , neg , neg  , pos  >
< 1506    , pos , pos  , pos  >
< 1507    , pos , pos  , pos  >
< 1508    , neg , neg  , pos  >
< 1509    , neutre , pos  , pos  >
< 1510    , neg , neutre  , pos  >
< 1511    , neg , neutre  , pos  >
< 1512    , pos , pos  , pos  >
< 1513    , pos , neutre  , pos  >
< 1514    , neg , neg  , pos  >
< 1515    , neutre , neutre  , pos  >
< 1516    , pos , neutre  , pos  >
< 1517    , pos , neg  , pos  >
< 1518    , pos , neutre  , pos  >
< 1519    , pos , neutre  , pos  >
< 1520    , pos , neutre  , neg  >
< 1521    , pos , neg  , pos  >
< 1522    , pos , neutre  , pos  >
< 1523    , pos , neutre  , neg  >
< 1524    , neutre , neutre  , neg  >
< 1525    , pos , neutre  , pos  >
< 1526    , pos , neutre  , pos  >
< 1527    , pos , neutre  , pos  >
< 1528    , pos , neutre  , pos  >
< 1529    , pos , neutre  , pos  >
< 1530    , neutre , neutre  , neg  >
< 1531    , pos , pos  , pos  >
< 1532    , pos , neg  , pos  >
< 1533    , pos , pos  , pos  >
< 1534    , pos , neutre  , pos  >
< 1535    , pos , pos  , pos  >
< 1536    , neg , neg  , pos  >
